,Date,Open,High,Low,Close,daily_return,cum_daily_return,H-L,C-O,10day MA,50day MA,200day MA,rsi,ma7,ma21,ema_26,ema_12,macd,bb_high,bb_low,ema,momentum
10,2000-01-17,1623.5,1668.45,1604.65,1611.6,-0.006871052226159358,1.0121843989448562,63.79999999999996,-11.900000000000093,1613.1999999999994,0.0,0.0,0.0,1614.185714285714,0.0,1613.6236024760428,1614.2305339925524,0.6069315165095759,0.0,0.0,1614.8688878100552,1610.6
11,2000-01-18,1611.65,1615.15,1587.85,1606.7,-0.003040456689004656,1.0091068961185783,27.300000000000185,-4.9500000000000455,1615.14,0.0,0.0,0.0,1613.242857142857,0.0,1612.7729288207308,1612.8916297703622,0.11870094963114752,0.0,0.0,1609.4229523558636,1605.7
12,2000-01-19,1610.05,1644.45,1608.85,1634.85,0.01752038339453521,1.0267868358246452,35.600000000000136,24.799999999999947,1611.9399999999994,0.0,0.0,0.0,1613.5142857142855,0.0,1615.3592537272625,1616.7044370293604,1.3451833020976665,0.0,0.0,1626.3743280842893,1633.85
13,2000-01-20,1634.65,1644.4,1596.65,1601.1,-0.020644095788604492,1.0055897500314033,47.75,-33.55000000000018,1615.8449999999998,0.0,0.0,0.0,1617.6,0.0,1613.7577698376415,1614.0474996249732,0.28972978733122545,0.0,0.0,1609.5247725052727,1600.1
14,2000-01-21,1601.25,1626.5,1593.2,1620.6,0.012179126850290434,1.0178369551563875,33.299999999999955,19.34999999999991,1614.1949999999995,0.0,0.0,53.41517502420335,1617.0,0.0,1614.4979315378414,1615.1451556126815,0.6472240748403237,0.0,0.0,1616.9082580163254,1619.6
15,2000-01-24,1623.05,1645.0,1608.3,1613.6,-0.0043193878810317,1.0134405225474188,36.700000000000045,-9.450000000000044,1614.9249999999995,0.0,0.0,51.58216525937818,1615.8857142857144,0.0,1614.4040005226514,1614.8898064648224,0.4858059421703729,0.0,0.0,1614.702752620873,1612.6
16,2000-01-25,1612.95,1613.65,1579.55,1586.4,-0.016856717897868027,0.9963572415525692,34.100000000000136,-26.549999999999947,1612.9899999999993,0.0,0.0,45.10506025818216,1610.6928571428573,0.0,1611.5613499143296,1610.2347634147916,-1.3265864995378251,0.0,0.0,1595.8342507275158,1585.4
17,2000-01-27,1600.5,1633.55,1600.05,1603.9,0.01103126575895108,1.007348323074991,33.5,3.4000000000000914,1614.3799999999994,0.0,0.0,49.49882388679779,1609.5928571428574,0.0,1610.804422050145,1609.209493995583,-1.5949280545621605,0.0,0.0,1601.211416923051,1602.9
18,2000-01-28,1603.65,1610.9,1592.7,1599.1,-0.0029927052808780275,1.0043336264288407,18.20000000000005,-4.550000000000182,1612.2899999999993,0.0,0.0,48.355580108407295,1608.5071428571425,0.0,1609.6759464027896,1607.5862804722344,-2.089665930555612,0.0,0.0,1599.803805639806,1598.1
19,2000-01-31,1598.35,1598.35,1538.7,1546.2,-0.033081108123319325,0.9711091571410628,59.64999999999986,-52.14999999999986,1610.0599999999995,0.0,0.0,37.95209520312857,1595.8428571428574,0.0,1603.6896821914347,1597.7956627050344,-5.894019486400112,0.0,0.0,1564.0679352030195,1545.2
20,2000-02-01,1546.2,1554.15,1521.4,1549.5,0.0021342646488164974,0.9731817610852908,32.75,3.2999999999999545,1602.4049999999993,0.0,0.0,38.83613158838883,1588.4714285714285,1605.0261904761905,1598.6805359716186,1590.1361372761469,-8.544398695471955,1655.2556501492509,1554.7967308031298,1554.3559784000784,1548.5
21,2000-02-02,1554.2,1605.9,1554.2,1588.0,0.02484672474991934,0.9973621404346188,51.700000000000045,33.799999999999955,1596.1949999999995,0.0,0.0,48.12263823506874,1583.8142857142857,1604.8261904761905,1597.7110590896855,1589.7989550251816,-7.912104064504549,1655.3029833522007,1554.3493976001803,1576.7853261340745,1587.0
22,2000-02-03,1591.25,1616.7,1591.25,1597.9,0.006234256926952232,1.0035799522673032,25.450000000000053,6.650000000000091,1594.3249999999994,0.0,0.0,50.215824591180436,1581.5714285714282,1602.8833333333334,1597.727927693773,1591.0725831326333,-6.655344561138919,1650.9682616719858,1554.798404994681,1590.8617753781743,1596.9
23,2000-02-04,1598.5,1621.35,1596.45,1599.75,0.0011577695725639714,1.0047418665996737,24.89999999999986,1.25,1590.6299999999994,0.0,0.0,50.616811649931094,1583.4785714285708,1603.0714285714291,1597.9057539029031,1592.4322429042984,-5.4735109986045245,1651.0708095198174,1555.0720476230395,1596.7872584594122,1598.75
24,2000-02-07,1599.8,1645.9,1599.8,1636.6,0.023034849195186613,1.0278859439768873,46.10000000000014,36.79999999999996,1590.4949999999994,0.0,0.0,57.892140818443785,1588.15,1603.9761904761906,1601.262077727636,1599.3332432927616,-1.9288344348747157,1653.8071007533229,1554.1452801990579,1623.3290861531686,1635.6
25,2000-02-08,1636.6,1676.1,1636.6,1662.75,0.015978247586459826,1.0443097600803921,39.5,26.15000000000009,1592.0949999999993,0.0,0.0,62.15323531774472,1597.242857142857,1606.3309523809526,1606.5288101496647,1609.2180933375214,2.689283187856745,1662.3069872190015,1550.3549175429032,1649.6096953844,1661.75
26,2000-02-09,1666.95,1731.65,1666.7,1689.65,0.01617801834310639,1.0612046225348577,64.95000000000005,22.700000000000053,1597.0099999999998,0.0,0.0,65.96833959482552,1617.735714285714,1609.0309523809524,1613.5670273407022,1621.7297787730163,8.16275143231428,1674.9809067114181,1543.0809980504869,1676.3032317948034,1688.65
27,2000-02-10,1692.1,1713.7,1692.1,1711.2,0.012754120675879664,1.0747393543524684,21.60000000000014,19.100000000000136,1607.3349999999994,0.0,0.0,68.69119063610255,1640.8357142857142,1615.6357142857141,1621.7473059153783,1635.6236706582556,13.876364742877055,1693.011299213113,1538.2601293583152,1699.5677439316025,1710.2
28,2000-02-11,1712.85,1771.65,1712.85,1756.0,0.026180458158017842,1.1028765230498685,58.80000000000018,43.150000000000105,1618.0649999999994,0.0,0.0,73.44742095931593,1664.8357142857142,1621.8833333333332,1632.887611256528,1654.290029099334,21.402417842806017,1720.608574955389,1523.1580917112774,1737.1892479772016,1755.0
29,2000-02-14,1777.75,1795.45,1738.75,1744.5,-0.006548974943052399,1.095653812335134,56.700000000000045,-33.25,1633.7549999999994,0.0,0.0,70.48728526740517,1685.7785714285712,1627.7452380952375,1642.067464984588,1668.2615376412098,26.19407265662176,1740.0362702605976,1515.4542059298776,1742.0630826590668,1743.5
30,2000-02-15,1744.5,1744.5,1694.45,1702.55,-0.024047004872456368,1.0693066197713856,50.04999999999996,-41.950000000000045,1653.5849999999994,0.0,0.0,60.85268650031599,1700.4642857142856,1631.5452380952381,1647.0016797053365,1673.5665820583606,26.564902353023623,1748.4331669192263,1514.6573092712495,1715.7210275530222,1701.55
31,2000-02-16,1704.85,1742.8,1704.15,1711.1,0.005021878946286361,1.0746765481723402,38.64999999999985,6.25,1668.8899999999994,0.0,0.0,61.99295158335421,1711.1071428571427,1636.283333333333,1652.1919114055622,1679.3686208717004,27.17670946613861,1757.7523801449936,1514.8142865216732,1712.6403425176736,1710.1
32,2000-02-17,1710.05,1753.1,1710.05,1742.1,0.01811700075974509,1.0941464640120586,43.04999999999996,32.049999999999955,1681.1999999999994,0.0,0.0,65.87416409302833,1722.4428571428568,1642.7309523809522,1659.4221560912267,1689.0587003463486,29.636544255121866,1771.7446201692544,1513.7172845926502,1732.280114172558,1741.1
33,2000-02-18,1742.3,1764.15,1713.45,1717.8,-0.013948682624418729,1.0788845622409244,50.700000000000045,-24.5,1695.619999999999,0.0,0.0,60.646160776007264,1726.4642857142856,1646.6809523809525,1664.087200415951,1693.4955867661765,29.408386350225328,1779.6984191896024,1513.6634855723019,1722.626704724186,1716.8
34,2000-02-21,1719.55,1767.8,1719.55,1753.5,0.02078239608801957,1.1013063685466649,48.25,33.950000000000045,1707.4249999999988,0.0,0.0,65.03635797301627,1732.5071428571425,1653.9380952380955,1671.1908208768964,1702.7537805913073,31.562959714410912,1793.002777687529,1514.873412788662,1743.2089015747288,1752.5
35,2000-02-22,1754.2,1781.05,1733.55,1739.05,-0.008240661534074767,1.092230875518151,47.5,-15.150000000000093,1719.114999999999,0.0,0.0,62.02046282699501,1730.0857142857135,1659.578571428572,1676.5532463633645,1708.3514975225714,31.798251159206988,1802.518714745376,1516.6384281117678,1740.4363005249093,1738.05
36,2000-02-23,1745.2,1818.15,1689.2,1696.4,-0.024524884275897718,1.065444039693506,128.95000000000005,-48.79999999999996,1726.744999999999,0.0,0.0,54.053069486125224,1723.2142857142844,1663.5214285714292,1678.1138701551045,1706.5089946439182,28.395124488813728,1805.7007117720007,1521.3421453708572,1711.0787668416367,1695.4
37,2000-02-24,1696.4,1751.6,1693.1,1732.0,0.020985616599858536,1.0878030398191183,58.5,35.5999999999999,1727.4199999999994,0.0,0.0,58.80962575957749,1727.421428571428,1670.4547619047626,1682.3319035700415,1710.4375633502661,28.10565978022441,1811.029901615743,1529.8796221937814,1725.0262556138794,1731.0
38,2000-02-25,1734.05,1757.05,1699.25,1710.45,-0.012442263279445752,1.0742683080015074,57.79999999999996,-23.59999999999991,1729.4999999999989,0.0,0.0,55.091671483357885,1727.328571428571,1675.5285714285715,1684.5236865281836,1710.4394795186365,25.91579299045293,1813.685234573816,1537.3719082833277,1715.308751871293,1709.45
39,2000-02-28,1711.15,1726.65,1670.75,1722.55,0.007074161770294295,1.0818678557970105,55.900000000000105,11.399999999999864,1724.944999999999,0.0,0.0,56.74520376650886,1724.5357142857138,1681.4071428571433,1687.4763650365335,1712.3049741001998,24.82860906366614,1816.3740250383441,1546.4402606759427,1720.1362506237647,1721.55
40,2000-02-29,1722.85,1783.3,1626.35,1654.8,-0.039331224057356784,1.0393166687602062,156.95000000000005,-68.04999999999995,1722.7499999999989,0.0,0.0,46.43553225536365,1715.5357142857138,1686.578571428572,1684.948137367918,1703.4486647953124,18.500527427394445,1807.364040635048,1565.7931022220969,1676.578750207921,1653.8
41,2000-03-01,1661.5,1727.9,1630.0,1712.7,0.03498912255257447,1.0756814470543905,97.90000000000008,51.200000000000045,1717.974999999999,0.0,0.0,54.10908272936914,1709.7071428571426,1694.3500000000006,1687.088290111045,1704.873225199221,17.784935088176102,1797.857627738249,1590.8423722617526,1700.6595834026405,1711.7
42,2000-03-02,1713.65,1773.85,1690.05,1696.55,-0.00942955567233028,1.0655382489636984,83.79999999999995,-17.100000000000136,1718.134999999999,0.0,0.0,51.87669066393343,1703.6357142857141,1699.5190476190485,1687.8157391068164,1703.5917562016116,15.776017094794495,1790.8454538561841,1608.192641381913,1697.9198611342135,1695.55
43,2000-03-03,1696.45,1719.15,1644.4,1656.0,-0.023901447054316072,1.040070342921744,74.75,-40.450000000000045,1713.5799999999995,0.0,0.0,46.67022284510122,1697.8642857142856,1702.2857142857156,1685.3764877939484,1696.2652413801502,10.888753586202029,1783.660520846818,1620.9109077246114,1669.9732870447378,1655.0
44,2000-03-06,1656.0,1721.0,1656.0,1688.5,0.01962560386473422,1.0604823514633843,65.0,32.5,1707.3999999999994,0.0,0.0,50.92167992598896,1691.6499999999994,1706.5119047619055,1685.6153418599267,1695.0699391828214,9.45459732289487,1773.460682979,1639.563126544811,1682.3244290149123,1687.5
45,2000-03-07,1711.85,1730.85,1684.9,1702.75,0.008439443292863391,1.069432232131642,45.94999999999982,-9.099999999999909,1700.8999999999994,0.0,0.0,52.70211419723858,1690.5499999999995,1709.6619047619056,1686.9224927078735,1696.2520306521033,9.329537944229513,1768.532609741222,1650.791199782589,1695.941476338304,1701.75
46,2000-03-08,1717.75,1765.25,1654.45,1666.35,-0.021377183967112082,1.0465707825650046,110.79999999999997,-51.400000000000105,1697.2699999999993,0.0,0.0,47.919956688709746,1682.5214285714285,1709.833333333334,1685.3565451894324,1691.6499273289432,6.2933821395106415,1768.1486429298127,1651.5180237368554,1676.2138254461013,1665.35
47,2000-03-09,1667.45,1692.25,1595.45,1646.25,-0.012062291835448713,1.0339467403592515,96.79999999999997,-21.20000000000005,1694.2649999999994,0.0,0.0,45.466562585515156,1681.2999999999995,1707.7666666666669,1682.3858865130835,1684.6630224625567,2.277135949473177,1771.8746328903214,1643.6587004430137,1656.237941815367,1645.25
48,2000-03-10,1647.85,1680.45,1588.2,1602.75,-0.02642369020501134,1.0066260520035173,92.25,-45.099999999999895,1685.6899999999994,0.0,0.0,40.61965226460865,1665.5928571428574,1702.6023809523815,1676.3478955811102,1672.0575068173976,-4.290388763712599,1781.3498283788877,1623.8549335258758,1620.5793139384555,1601.75
49,2000-03-13,1601.4,1645.0,1553.45,1560.7,-0.026236156605833668,0.9802160532596408,91.54999999999997,-40.700000000000045,1674.9199999999994,0.0,0.0,36.56208907586305,1646.185714285714,1693.3023809523816,1667.5947571318734,1654.92154274913,-12.673214382743256,1789.7124347651984,1596.8923271395645,1580.6597713128185,1559.7
50,2000-03-14,1561.55,1571.3,1503.2,1567.05,0.0040686871275708025,0.9842042456977766,68.09999999999991,5.5,1658.7349999999994,1650.135,0.0,37.576168384944474,1633.4785714285708,1684.8523809523815,1659.9970034151606,1641.4001465133301,-18.596856901830503,1792.8278479631354,1576.8769139416281,1571.586590437606,1566.05
51,2000-03-15,1546.8,1630.95,1538.7,1620.1,0.03385341884432536,1.0175229242557469,92.25,73.29999999999995,1649.9599999999994,1649.632,0.0,45.42512841725944,1623.7071428571426,1680.926190476191,1656.986641874076,1638.1226476631766,-18.863994210899364,1792.1462049477216,1569.7061760046606,1603.928863479202,1619.1
52,2000-03-16,1620.4,1621.2,1554.3,1562.2,-0.035738534658354304,0.9811581459615628,66.90000000000009,-58.200000000000045,1640.6999999999994,1649.2600000000002,0.0,39.57623121228789,1603.6285714285714,1673.8357142857144,1649.8445254028472,1626.4405717979068,-23.4039536049404,1795.4738133454132,1552.1976152260165,1576.1096211597342,1561.2
53,2000-03-21,1563.3,1585.25,1542.65,1556.6,-0.003584688260146019,0.9776409998743878,42.5999999999999,-6.7000000000000455,1627.2649999999994,1648.5880000000002,0.0,39.05248529674064,1587.95,1665.0023809523816,1642.8275553952114,1615.6945697382434,-27.132985656968003,1792.6148822059433,1537.3898796988196,1563.1032070532447,1555.6
54,2000-03-22,1551.05,1604.0,1551.05,1589.6,0.021200051394063998,0.9983670393166688,52.950000000000045,38.54999999999996,1617.3249999999994,1647.3680000000006,0.0,43.77452810473583,1579.857142857143,1658.8976190476196,1638.8267178814526,1611.679609970851,-27.14710791060156,1788.1570886279574,1529.6381494672812,1580.767735684415,1588.6
55,2000-03-23,1590.3,1629.2,1544.5,1553.4,-0.02277302466029174,0.975631202110288,84.70000000000005,-36.89999999999985,1607.4349999999988,1646.8940000000002,0.0,40.10390421026419,1572.8071428571427,1649.369047619048,1632.4126332724045,1602.712740233204,-29.699893039200557,1778.839911044725,1519.8981841933708,1562.5225785614718,1552.4
56,2000-03-24,1554.2,1579.4,1540.45,1569.55,0.010396549504313013,0.9857744002009801,38.950000000000045,15.349999999999907,1592.4999999999989,1645.3029999999999,0.0,42.42350001652604,1574.0714285714282,1641.2976190476197,1627.6974819850234,1597.6104066197297,-30.087075365293913,1768.3990135175086,1514.1962245777304,1567.2075261871564,1568.55
57,2000-03-27,1570.45,1593.3,1555.75,1562.95,-0.004205026918543521,0.9816291923125238,37.54999999999996,-7.5,1582.8199999999988,1645.244,0.0,41.7125539208546,1573.4857142857145,1634.9428571428573,1622.8454810568876,1592.277705994527,-30.567775062360624,1763.805463378003,1506.0802509077114,1564.3691753957196,1561.95
58,2000-03-28,1563.3,1575.85,1527.55,1568.6,0.0036149588918390494,0.9851777414897628,48.29999999999996,5.2999999999999545,1574.4899999999984,1644.007,0.0,42.59937497418261,1566.1285714285714,1627.161904761905,1618.7839775934672,1588.634791027777,-30.14918656568989,1751.0471214132947,1503.2766881105151,1567.189725131906,1567.6
59,2000-03-29,1569.3,1609.4,1553.4,1558.25,-0.0065982404692082035,0.9786773018465018,56.0,-11.049999999999956,1571.0749999999985,1642.9510000000002,0.0,41.358016382657645,1565.5642857142857,1619.9142857142858,1614.2552542415624,1583.9600004340964,-30.29525380746668,1741.1137830022574,1498.7147884263145,1561.2299083773019,1557.25
60,2000-03-30,1556.95,1557.85,1489.1,1549.5,-0.005615273544039789,0.9731817610852908,68.75,-7.450000000000045,1570.8299999999986,1641.6610000000005,0.0,40.28912338518789,1564.5499999999995,1611.6738095238095,1609.4143015728687,1578.6582629174804,-30.756038655387783,1726.9514379650968,1496.3961810825226,1553.4099694591007,1548.5
61,2000-03-31,1545.55,1545.55,1493.9,1528.45,-0.013585027428202669,0.9599610601683206,51.64999999999986,-17.09999999999991,1569.0749999999985,1640.4190000000006,0.0,37.76073546908939,1555.8142857142857,1605.6571428571426,1603.365732953312,1570.933669455588,-32.4320634977239,1724.611576510177,1486.7027092041085,1536.7699898197006,1527.45
62,2000-04-03,1528.7,1555.5,1510.75,1534.75,0.004121822761621319,0.9639178495163924,44.75,6.0499999999999545,1559.9099999999985,1638.8540000000007,0.0,38.994683043144185,1553.15,1597.1833333333332,1598.2429244195841,1565.3668014821806,-32.87612293740335,1709.265911521619,1485.1007551450473,1535.4233299399002,1533.75
63,2000-04-04,1534.05,1534.05,1420.85,1428.1,-0.0694901449747517,0.8969350584097475,113.20000000000003,-105.95000000000003,1557.1649999999984,1636.852,0.0,28.642215840353607,1532.9428571428573,1584.3999999999994,1585.5475887863101,1544.2483518265021,-41.299236959808006,1709.3770178872892,1459.4229821127099,1463.8744433133,1427.1
64,2000-04-05,1428.5,1467.4,1391.65,1434.65,0.004586513549471372,0.9010488632081396,75.75,6.150000000000091,1544.3149999999982,1633.392,0.0,29.87357652231678,1514.6142857142856,1573.8595238095236,1574.29435278673,1527.386742511583,-46.907610275146894,1710.286532202464,1437.4325154165826,1444.3914811044333,1433.65
65,2000-04-06,1436.15,1475.25,1381.05,1452.95,0.012755724392708999,0.9125423941715864,94.20000000000003,16.799999999999955,1528.819999999998,1629.6729999999998,0.0,33.33486019613552,1498.0928571428574,1562.6428571428567,1565.2495924754294,1515.9347495322208,-49.31484294320876,1698.212936016162,1427.0727782695515,1450.0971603681446,1451.95
66,2000-04-07,1453.3,1558.05,1453.3,1557.15,0.07171616366702227,0.9779864338650924,104.75,103.85000000000014,1518.7749999999978,1626.4599999999994,0.0,48.823886503439645,1497.935714285714,1555.7095238095237,1564.6461453186594,1522.2756446450787,-42.3705006735811,1675.113793494688,1436.3052541243592,1521.4657201227149,1556.15
67,2000-04-10,1557.55,1636.95,1557.55,1613.0,0.035866807950422075,1.0130636854666497,79.40000000000009,55.450000000000045,1517.5349999999978,1625.8749999999998,0.0,54.87558213663438,1507.0071428571425,1553.1690476190474,1568.2471257837622,1536.2334004701154,-32.01372531364632,1664.6968444958368,1441.641250742258,1582.4885733742385,1612.0
68,2000-04-11,1613.0,1631.6,1550.85,1624.65,0.007222566646001294,1.0203806054515765,80.75,11.650000000000093,1522.539999999998,1626.0569999999998,0.0,56.04325904847549,1520.7499999999998,1552.140476190476,1572.4458598328374,1549.83608840569,-22.609771427147283,1660.413735211563,1443.8672171693884,1610.5961911247464,1623.65
69,2000-04-12,1624.4,1628.55,1586.0,1592.7,-0.019665774166743644,1.0003140309006404,42.54999999999996,-31.700000000000053,1528.1449999999982,1626.5679999999993,0.0,52.06420411208002,1529.0285714285712,1551.6619047619047,1573.9530611006412,1556.4305913778196,-17.522469722821597,1659.081115821946,1444.2426937018631,1598.665397041582,1591.7
70,2000-04-13,1587.95,1587.95,1502.7,1518.65,-0.04649337602812832,0.9538060545157642,85.25,-69.29999999999995,1531.5899999999979,1627.4979999999994,0.0,44.226666425766794,1541.9642857142856,1549.6595238095235,1569.8391130812806,1550.61815165923,-19.220961422050323,1657.9354057918356,1441.3836418272117,1545.3217990138608,1517.65
71,2000-04-17,1518.55,1518.55,1412.45,1443.55,-0.0494518157574162,0.9066386132395424,106.09999999999992,-75.0,1528.5049999999978,1626.8809999999994,0.0,37.981894408707475,1543.235714285714,1543.7785714285712,1560.4475317072765,1534.146029902928,-26.301501804348845,1661.1232243592801,1426.4339184978626,1477.4739330046204,1442.55
72,2000-04-18,1443.55,1478.85,1410.0,1414.8,-0.019916178864604617,0.8885818364527067,68.84999999999991,-28.75,1520.0149999999978,1623.9919999999993,0.0,35.89250791809149,1537.7857142857138,1534.0023809523807,1549.6195055065616,1515.7850093934674,-33.83449611309402,1658.6236450937397,1409.3811168110221,1435.6913110015396,1413.8
73,2000-04-19,1417.75,1469.05,1375.05,1404.95,-0.006962114786542184,0.8823954277100865,94.0,-12.799999999999955,1508.019999999998,1620.3299999999995,0.0,35.17850078235034,1516.0428571428567,1526.5142857142853,1538.8670925323127,1498.7333965383255,-40.1336959939872,1662.4070417495388,1390.6215296790315,1415.1971036671805,1403.95
74,2000-04-20,1405.7,1425.55,1339.75,1415.65,0.007615929392505104,0.8891156889837959,85.79999999999995,9.950000000000044,1505.7049999999979,1616.4339999999993,0.0,36.65270965480117,1487.8499999999995,1519.8023809523804,1529.7113962364292,1485.9512892621176,-43.76010697431115,1663.1717656765618,1376.4329962281988,1415.499034555727,1414.65
75,2000-04-24,1416.05,1431.8,1371.85,1388.0,-0.01953166389997529,0.8717497801783695,59.950000000000045,-28.049999999999947,1503.8049999999978,1612.0149999999994,0.0,34.471033451843184,1454.0428571428567,1510.2023809523803,1519.1839085256092,1470.881813986822,-48.30209453878729,1660.7604776333303,1359.6442842714305,1397.1663448519091,1387.0
76,2000-04-25,1383.8,1383.8,1311.3,1359.45,-0.02056916426512967,0.8538186157517899,72.5,-24.34999999999991,1497.309999999998,1606.5199999999993,0.0,32.33109962427868,1420.7214285714285,1500.966666666666,1507.3201010285675,1453.738413556876,-53.58168747169134,1663.698152044675,1338.235181288657,1372.0221149506365,1358.45
77,2000-04-26,1362.5,1439.05,1362.5,1436.1,0.05638309610504244,0.9019595528199972,76.54999999999995,73.59999999999991,1477.539999999998,1599.9159999999995,0.0,42.62860807089432,1408.9285714285709,1494.6119047619045,1502.0314675393329,1451.0248055201328,-51.00666201920036,1656.5153633560974,1332.708446167711,1414.7407049835456,1435.1
78,2000-04-27,1436.15,1455.85,1400.65,1416.9,-0.013369542510967114,0.8899007662353975,55.19999999999982,-19.25,1459.8499999999979,1594.4139999999998,0.0,40.947691297076695,1405.1214285714286,1487.6571428571426,1495.7109693659347,1445.7748256979596,-49.9361436679751,1649.7786722285184,1325.5356134857655,1416.1802349945153,1415.9
79,2000-04-28,1419.9,1438.0,1396.55,1406.55,-0.007304679229303556,0.8834003265921364,41.450000000000045,-13.350000000000136,1439.0749999999982,1587.6319999999994,0.0,40.0313255764875,1403.9428571428568,1479.9404761904755,1489.0924294443369,1439.7402276536984,-49.35220179063822,1641.3053348773885,1318.5756175035624,1409.7600783315052,1405.55
80,2000-05-02,1410.0,1421.5,1319.65,1333.45,-0.05197113504674555,0.8374890089184773,101.84999999999992,-76.54999999999995,1420.4599999999978,1580.8729999999994,0.0,34.208484244462106,1393.7285714285708,1469.2357142857136,1477.540697308732,1423.3878632119086,-54.152834096823646,1638.418299509066,1300.0531290623612,1358.8866927771685,1332.45
81,2000-05-03,1330.15,1342.15,1258.1,1316.05,-0.013048858224905424,0.8265607335761835,84.0500000000002,-14.100000000000136,1401.9399999999982,1573.4909999999993,0.0,32.9788197087682,1379.4999999999998,1458.119047619047,1465.5566535840946,1406.8743272301012,-58.682326353993176,1635.6251361799473,1280.6129590581468,1330.3288975923895,1315.05
82,2000-05-04,1317.95,1385.15,1317.95,1380.55,0.04901029596139962,0.8670707197588239,67.20000000000005,62.599999999999895,1389.1899999999982,1565.5899999999995,0.0,41.3893690491831,1378.435714285714,1451.0761904761898,1459.2492553295913,1402.8244268806952,-56.42482844889629,1628.5985457417935,1273.553835210586,1363.8096325307965,1379.55
83,2000-05-05,1381.9,1428.6,1381.9,1422.4,0.03031400528774775,0.8933551061424441,46.69999999999982,40.5,1385.7649999999978,1558.3589999999995,0.0,46.1144078772311,1387.4285714285709,1445.7261904761897,1456.5154231476633,1405.8360559385058,-50.67936720915714,1619.3872846194877,1272.065096332892,1402.8698775102655,1421.4
84,2000-05-08,1423.25,1436.6,1358.8,1365.05,-0.04031917885264347,0.8573357618389645,77.79999999999995,-58.200000000000045,1387.509999999998,1552.450999999999,0.0,41.211335371911076,1377.2785714285708,1442.723809523809,1449.7304222972598,1399.5612738282316,-50.16914846902843,1619.8111004823847,1265.636518565233,1377.656625836755,1364.05
85,2000-05-09,1362.45,1385.7,1328.05,1378.55,0.009889747628291978,0.8658145961562613,57.650000000000105,16.09999999999991,1382.4499999999978,1544.6819999999993,0.0,42.754312484810775,1371.7999999999993,1440.0523809523804,1444.4507488296192,1396.3287682994824,-48.12198053013663,1619.3302476180402,1260.7745142867202,1378.2522086122515,1377.55
